event_id,game_id,display_name,source_page_url,source_role,source_title,section_heading
call_of_duty.heavy_foliage_legendary_mg42_weapon_blueprint,call_of_duty,"""Heavy Foliage"" Legendary MG42 Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.hidden_cargo,call_of_duty,Hidden Cargo,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.homeland_or_death_legendary_calling_card,call_of_duty,"""Homeland or Death"" Legendary Calling Card",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.hunting_the_enemy,call_of_duty,Hunting the Enemy,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.illuminated_epic_watch,call_of_duty,"""Illuminated"" Epic Watch",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.in_the_dark_epic_vargas_operator_skin,call_of_duty,"""In The Dark"" Epic Vargas Operator Skin",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.injury_time_epic_watch,call_of_duty,"""Injury Time"" Epic Watch",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.intel_missions,call_of_duty,Intel Missions[],https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.intel_was_leaked_from_verdansk_bank,call_of_duty,Intel was leaked from Verdansk Bank...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.interference_is_coming_from_bunker_11,call_of_duty,Interference is coming from Bunker 11...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.it_was_all_part_of_the_plan,call_of_duty,It was all part of the plan.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.jailbird_epic_rodion_operator_skin,call_of_duty,"""Jailbird"" Epic Rodion Operator Skin",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.jewel_encrusted_epic_watch,call_of_duty,"""Jewel Encrusted"" Epic Watch",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.keeping_watch_epic_calling_card,call_of_duty,"""Keeping Watch"" Epic Calling Card",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.killing_time_legendary_watch,call_of_duty,"""Killing Time"" Legendary Watch",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.learn_about_the_office_of_requiem,call_of_duty,Learn about the Office of Requiem.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.learn_the_status_of_the_19,call_of_duty,Learn the status of the 19,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.learn_the_truth_behind_the_attack,call_of_duty,Learn the truth behind the attack.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.legendary_5_attachments,call_of_duty,Legendary (5 attachments),https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Weapon Tiers[]
call_of_duty.listening_device_epic_weapon_charm,call_of_duty,"""Listening Device"" Epic Weapon Charm",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.lock_and_stock_epic_otter_operator_skin,call_of_duty,"""Lock and Stock"" Epic Otter Operator Skin",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.logo,call_of_duty,Logo.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Call of Duty: Modern Warfare|Warzone[]
call_of_duty.logo_for_rebirth_island,call_of_duty,Logo for Rebirth Island.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Call of Duty: Black Ops Cold War|Warzone[]
call_of_duty.loot_dig_epic_calling_card,call_of_duty,"""Loot Dig"" Epic Calling Card",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.map_for_the_bunker_11_quest,call_of_duty,Map for the Bunker 11 quest.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Bunkers[]
call_of_duty.mara_gave_a_debrief_after_the_port_attack,call_of_duty,Mara gave a debrief after the port attack.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.mark_locations_for_the_assault_teams,call_of_duty,Mark locations for the assault teams.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.mercier_mini_epic_weapon_charm,call_of_duty,"""Mercier Mini"" Epic Weapon Charm",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.mermaid_scale_legendary_fs_fighting_knife_weapon_blueprint,call_of_duty,"""Mermaid Scale"" Legendary FS Fighting Knife Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.metro_alarms_may_have_been_tripped,call_of_duty,Metro alarms may have been tripped...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.modern_warfare,call_of_duty,Modern Warfare[],https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.motorpool_epic_song_operator_skin,call_of_duty,"""Motorpool"" Epic Song Operator Skin",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.mulled_wine_legendary_double_barrel_weapon_blueprint,call_of_duty,"""Mulled Wine"" Legendary Double Barrel Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.munitions_box,call_of_duty,Munitions Box,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Buy Station[]
call_of_duty.nature_provides_epic_calling_card,call_of_duty,"""Nature Provides"" Epic Calling Card",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.neptune_legendary_gracey_auto_weapon_blueprint,call_of_duty,"""Neptune"" Legendary Gracey Auto Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.new_perspectives,call_of_duty,New Perspectives,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.new_threats,call_of_duty,New Threats,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.night_watch_legendary_calling_card,call_of_duty,"""Night Watch"" Legendary Calling Card",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.nikolai_received_the_message_can_he_get_it_price_in_time,call_of_duty,Nikolai received the message. Can he get it Price in time?,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.noir_rose_legendary_3,call_of_duty,"""Noir Rose"" Legendary 3",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.nuclear_material_has_been_weaponized,call_of_duty,Nuclear material has been weaponized.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.nuclear_warheads_in_bunker_11,call_of_duty,Nuclear warheads in Bunker 11.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Bunkers[]
call_of_duty.off_the_lawn_rare_spray,call_of_duty,"""Off The Lawn!"" Rare Spray",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.old_bird_epic_weapon_charm,call_of_duty,"""Old Bird"" Epic Weapon Charm",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.old_wounds,call_of_duty,Old Wounds,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.on_the_volley_epic_aug_weapon_blueprint,call_of_duty,"""On the Volley"" Epic AUG Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.open_season_legendary_kar98k_weapon_blueprint,call_of_duty,"""Open Season"" Legendary Kar98k Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.outside_influence,call_of_duty,Outside Influence,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.overlord_legendary_bar_weapon_blueprint,call_of_duty,"""Overlord"" Legendary BAR Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.overprepared_legendary_halima_operator_skin,call_of_duty,"""Overprepared"" Legendary Halima Operator Skin",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.peace_breaker_epic_1911_weapon_blueprint,call_of_duty,"""Peace Breaker"" Epic 1911 Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.penumbra_epic_sims_operator_skin,call_of_duty,"""Penumbra"" Epic Sims Operator Skin",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.player_loadouts_default_weapons_and_or_obtained_via_loadout_drops,call_of_duty,Player Loadouts (Default weapons and/or obtained via Loadout Drops),https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Weapon Tiers[]
call_of_duty.plunder_icon_vg_wz,call_of_duty,Plunder Icon VG WZ,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Plunder[]
call_of_duty.power_is_being_re,call_of_duty,Power is being re,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.pre,call_of_duty,Pre,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Verdansk[]
call_of_duty.precision_airstrike,call_of_duty,Precision Airstrike,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Buy Station[]
call_of_duty.price_check_epic_weapon_charm,call_of_duty,"""Price Check"" Epic Weapon Charm",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.rare_3_attachments,call_of_duty,Rare (3 attachments),https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Weapon Tiers[]
call_of_duty.ravine_wrench_epic_aug_weapon_blueprint,call_of_duty,"""Ravine Wrench"" Epic AUG Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.rebirth_island_after_season_five_of_vanguard,call_of_duty,Rebirth Island after Season Five of Vanguard.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Rebirth Island[]
call_of_duty.rebirth_island_after_season_three_reloaded_of_black_ops_cold_war,call_of_duty,Rebirth Island after Season Three Reloaded of Black Ops Cold War.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Rebirth Island[]
call_of_duty.rebirth_island_after_season_two_reloaded_of_vanguard,call_of_duty,Rebirth Island after Season Two Reloaded of Vanguard.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Rebirth Island[]
call_of_duty.rebirth_island_at_launch,call_of_duty,Rebirth Island at launch.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Rebirth Island[]
call_of_duty.rebirth_island_during_the_destruction_of_verdansk_event,call_of_duty,Rebirth Island during The Destruction of Verdansk event.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Rebirth Island[]
call_of_duty.rebirth_island_during_the_rebirth_of_the_dead_game_mode,call_of_duty,Rebirth Island during the Rebirth of the Dead game mode.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Rebirth Island[]
call_of_duty.remote_device_epic_weapon_sticker,call_of_duty,"""Remote Device"" Epic Weapon Sticker",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.resurgence,call_of_duty,Resurgence,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Buy Station[]
call_of_duty.resurgence_logo_wz,call_of_duty,Resurgence Logo WZ,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Resurgence[]
call_of_duty.rustic_model_epic_emblem,call_of_duty,"""Rustic Model"" Epic Emblem",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.sea_brine_epic_watch,call_of_duty,"""Sea Brine"" Epic Watch",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.season_five,call_of_duty,Season Five,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.season_five_reloaded,call_of_duty,Season Five Reloaded,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.season_four,call_of_duty,Season Four,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.season_one,call_of_duty,Season One,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.season_six,call_of_duty,Season Six,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.season_three,call_of_duty,Season Three,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.season_two,call_of_duty,Season Two,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.secret_trails,call_of_duty,Secret Trails,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.secrets_locked_in_a_vault,call_of_duty,Secrets locked in a vault...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.self_revive_kit,call_of_duty,Self Revive Kit,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Buy Station[]
call_of_duty.serpentine_epic_watch,call_of_duty,"""Serpentine"" Epic Watch",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.shipments_arrived_via_the_verdansk_port,call_of_duty,Shipments arrived via the Verdansk port...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.shipments_were_tracked_to_the_quarry,call_of_duty,Shipments were tracked to the quarry...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.shivvie_epic_combat_knife_weapon_blueprint,call_of_duty,"""Shivvie"" Epic Combat Knife Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.shop_smart_epic_calling_card,call_of_duty,"""Shop Smart"" Epic Calling Card",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.showstopper_epic_model_680_weapon_blueprint,call_of_duty,"""Showstopper"" Epic Model 680 Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.shredded_epic_weapon_charm,call_of_duty,"""Shredded"" Epic Weapon Charm",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.shuriken_epic_weapon_charm,call_of_duty,"""Shuriken"" Epic Weapon Charm",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.sight_unseen_legendary_emblem,call_of_duty,"""Sight Unseen"" Legendary Emblem",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.sigint_was_relayed_from_airport_military_wing,call_of_duty,SIGINT was relayed from Airport military wing...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.signal_interference_prevents_locating_the_missing_operator,call_of_duty,Signal interference prevents locating the missing operator.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.signals_intelligence_decrypted_a_message_after_the_attack,call_of_duty,Signals Intelligence decrypted a message after the attack.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.silent_cloak_legendary_bullfrog_weapon_blueprint,call_of_duty,"""Silent Cloak"" Legendary Bullfrog Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.sins_of_the_father,call_of_duty,Sins of the Father,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.skilltrack_56_legendary_watch,call_of_duty,"""Skilltrack 56"" Legendary Watch",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.sky_blue_jalopy_epic_weapon_charm,call_of_duty,"""Sky Blue Jalopy"" Epic Weapon Charm",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.sky_legend_legendary_watch,call_of_duty,"""Sky Legend"" Legendary Watch",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.skyhook_epic_park_operator_skin,call_of_duty,"""Skyhook"" Epic Park Operator Skin",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.slipshod_legendary_1911_weapon_blueprint,call_of_duty,"""Slipshod"" Legendary 1911 Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.sniper_park_legendary_calling_card,call_of_duty,"""Sniper Park"" Legendary Calling Card",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.someone_was_paid_off_to_keep_an_area_clear,call_of_duty,Someone was paid off to keep an area clear.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.something_was_stashed_in_the_denied_area,call_of_duty,Something was stashed in the denied area...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.sovereignty_epic_emblem,call_of_duty,"""Sovereignty"" Epic Emblem",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.sparks_pride_epic_emblem,call_of_duty,"""Sparks Pride"" Epic Emblem",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.stunning_strike_epic_calling_card,call_of_duty,"""Stunning Strike"" Epic Calling Card",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.supply_box_uav,call_of_duty,Supply Box UAV,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Buy Station[]
call_of_duty.surprise_inside_epic_weapon_sticker,call_of_duty,"""Surprise Inside"" Epic Weapon Sticker",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.survival_tactics_epic_emblem,call_of_duty,"""Survival Tactics"" Epic Emblem",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Vanguard[]
call_of_duty.tent_pole_epic_sledgehammer_weapon_blueprint,call_of_duty,"""Tent Pole"" Epic Sledgehammer Weapon Blueprint",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Black Ops Cold War[]
call_of_duty.the_cargo_was_headed_to_a_whp_site,call_of_duty,The cargo was headed to a WHP site.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.the_cash_drop_event_spawns_several_cash_drop_crates_on_the_map_similarly_to_a_regular_match_of_plunder,call_of_duty,"The Cash Drop event spawns several Cash Drop crates on the map, similarly to a regular match of Plunder.",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Events[]
call_of_duty.the_down_uav_was_being_repaired,call_of_duty,The down UAV was being repaired.,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.the_enemy_wants_to_catch_a_train,call_of_duty,The enemy wants to catch a train...,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Intel Missions[]
call_of_duty.the_footballer_epic_zane_operator_skin,call_of_duty,"""The Footballer"" Epic Zane Operator Skin",https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Modern Warfare[]
call_of_duty.the_heavy_weapons_crate_event_spawns_several_supply_crates_filled_with_high,call_of_duty,The Heavy Weapons Crate event spawns several supply crates filled with high,https://callofduty.fandom.com/wiki/Call_of_Duty:_Warzone,events,Call of Duty: Warzone | Call of Duty Wiki | Fandom,Events[]
